Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
In House Qualifier, 2019-09-01, Open Men's 89kg, Brandon Toledo, 87.6, 100, 104, 107, 120, 123, 126, 107, 126, 233
In House Qualifier, 2019-09-01, Women's 14-15 Age Group 45kg, Casandra San Martin, 43.7, 25, 28, 29, 35, 37, 39, 29, 39, 68
In House Qualifier, 2019-09-01, Men's 13 Under Age Group 55kg, AARON MARQUEZ, 54, 23, 25, 25, 28, 30, 31, 25, 31, 56
In House Qualifier, 2019-09-01, Men's 13 Under Age Group 39kg, Tiernon Wolf, 38.2, 16, 19, 21, 25, 27, 27, 21, 27, 48
In House Qualifier, 2019-09-01, Men's 13 Under Age Group 36kg, Toren Wolf, 32.1, 12, 14, 14, 19, 21, 23, 14, 23, 37

























