Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Waxman's Gym Development Meet #5, 2012-05-19, Open Men's 85 kg, Ernesto Alonzo, 80, 0, 0, 0, 55, 0, 0, 0, 55, 0
Waxman's Gym Development Meet #5, 2012-05-19, Open Men's 94 kg, Tim Sprague, 87, 0, 0, 0, 105, 0, 0, 0, 105, 0
Waxman's Gym Development Meet #5, 2012-05-19, Men's 13 Under Age Group +69 Kg, Mike Epstein, 95.5, 0, 0, 0, 77, 0, 0, 0, 77, 0
Waxman's Gym Development Meet #5, 2012-05-19, Open Men's 105 kg, Gregory Bommarito, 95, 0, 0, 0, 115, 0, 0, 0, 115, 0
Waxman's Gym Development Meet #5, 2012-05-19, Open Men's 105 kg, Maximilian Adams, 100, 0, 0, 0, 95, 0, 0, 0, 95, 0

























