Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance Qualifier, 2019-02-03, Open Men's 89kg, Anthony Bauman, 86.7, 102, -107, 107, 127, -134, 134, 107, 134, 241
Last Chance Qualifier, 2019-02-03, Open Men's 89kg, Lucas Call, 88.8, 96, 100, -107, 120, 126, 134, 100, 134, 234
Last Chance Qualifier, 2019-02-03, Open Men's 96kg, Joshua Roy, 94.5, 92, 96, -100, 113, 118, -119, 96, 118, 214
Last Chance Qualifier, 2019-02-03, Open Men's 102kg, Jacob Thompson, 99.9, 70, 75, 80, 110, -115, -115, 80, 110, 190
Last Chance Qualifier, 2019-02-03, Women's Masters (40-44) 71kg, Jessica Cooper, 70.6, -53, -53, 53, 60, 65, 72, 53, 72, 125
Last Chance Qualifier, 2019-02-03, Women's Masters (40-44) 81kg, Nora Peterson, 76.7, -43, 43, 45, 48, 50, 53, 45, 53, 98
























