Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
TiTan Fall Classic, 2018-10-29, Open Men's 81kg, Dimitri Kaganovitch, 80.7, 130, 134, 137, 158, 162, 162, 137, 162, 299
TiTan Fall Classic, 2018-10-29, Open Men's 89kg, Brandon Toledo, 88.4, 102, 105, 107, 120, 124, 128, 107, 128, 235
TiTan Fall Classic, 2018-10-29, Open Men's 89kg, Marqueze Lutz, 87, 100, 101, 105, 110, 115, 120, 105, 120, 225
TiTan Fall Classic, 2018-10-29, Open Women's 71kg, Cassandra Huffman, 70.1, 76, 80, 83, 96, 100, 102, 83, 102, 185
TiTan Fall Classic, 2018-10-29, Open Men's 61kg, Alfonso Bravo, 59.3, 70, 74, 78, 90, 95, 98, 78, 98, 176

























