Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Mustang Blizzard in house Meet, 2022-01-20, Junior Men's 96kg, Jacob Kirkeby, 91, 75, 78, -81, 87, 97, -103, 78, 97, 175
Mustang Blizzard in house Meet, 2022-01-20, Men's 16-17 Age Group 81kg, Dylan Satkunam, 79.9, 61, 65, -69, 102, 105, -108, 65, 105, 170
Mustang Blizzard in house Meet, 2022-01-20, Junior Men's 81kg, Alexander Ulbricht, 73.3, 70, 74, 78, 82, 86, 92, 78, 92, 170
Mustang Blizzard in house Meet, 2022-01-20, Junior Men's 73kg, Noah Zent, 70, 70, -74, -74, 88, 93, -95, 70, 93, 163
Mustang Blizzard in house Meet, 2022-01-20, Junior Men's 89kg, Ryan Mathews, 87.6, 62, 66, 70, -83, -85, 85, 70, 85, 155
Mustang Blizzard in house Meet, 2022-01-20, Junior Women's 76kg, Rylie Leith, 74.1, 43, 44, -47, -64, 66, -69, 44, 66, 110
Mustang Blizzard in house Meet, 2022-01-20, Men's 16-17 Age Group 61kg, Austin Schons, 59.2, 29, 32, 35, 52, 55, 57, 35, 57, 92
Mustang Blizzard in house Meet, 2022-01-20, Men's 16-17 Age Group 61kg, Zack Schmidt, 60, -52, -52, -54, 62, 64, 67, 0, 67, 0






















