Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Thor's Stone AO Club Meet, 2015-10-24, Open Men's 94 kg, Darrin Clement, 88.7, 65, -69, 69, 90, -95, 95, 69, 95, 164
Thor's Stone AO Club Meet, 2015-10-24, Open Men's 94 kg, Chris Passage, 87.4, 69, -74, -74, 90, 95, -101, 69, 95, 164
Thor's Stone AO Club Meet, 2015-10-24, Open Men's 94 kg, James Hull, 85.7, 45, 49, 52, -57, 60, 65, 52, 65, 117
Thor's Stone AO Club Meet, 2015-10-24, Open Men's 77 kg, Leon Pelletier, 75.8, 45, -49, 49, 55, 57, -62, 49, 57, 106
Thor's Stone AO Club Meet, 2015-10-24, Women's Masters (55-59) 69 kg, Valerie Thompson, 66.7, 27, 30, -32, 37, 40, 42, 30, 42, 72
Thor's Stone AO Club Meet, 2015-10-24, Women's Masters (65-69) 53 kg, Jane Higgins, 50.3, 26, 27, 28, 35, 37, 39, 28, 39, 67
























