Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Open Men's 105 kg, Drew Coffey, 104, 112, 116, 120, 135, 140, -145, 120, 140, 260
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Open Men's+105 kg, Bret Pfeiffer, 112, 84, 87, -90, 104, 107, -110, 87, 107, 194
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Women's 16-17 Age Group 58 kg, Camille Caskey, 55.9, 58, 61, -64, 77, 80, -83, 61, 80, 141
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Women's 16-17 Age Group 53 kg, LeAndra Webb, 51.1, 45, 50, -53, 55, 60, -63, 50, 60, 110
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Women's 14-15 Age Group 58 kg, Morghan Caskey, 57.5, 45, 47, 49, 54, 57, -59, 49, 57, 106
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Men's 14-15 Age Group 50 Kg, Ethan Shutts, 48.8, 42, 45, -47, 55, 57, -59, 45, 57, 102
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Men's 13 Under Age Group +69 Kg, Seven Allah, 120.1, 40, 45, -50, 51, -55, -55, 45, 51, 96
Charleston-Matton Weightlifting Schoolage Qualifier, 2015-05-23, Women's 13 Under Age Group 53kg, Mary Sanders, 49.5, 23, 25, -27, 27, 30, 32, 25, 32, 57






















