Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Mid-May Max Out, 2017-05-16, Open Men's 94 kg, John Wise, 93.6, 85, 90, 95, 105, 110, 110, 95, 110, 205
Mid-May Max Out, 2017-05-16, Open Men's 69 kg, David Zhu, 68.9, 71, 75, 79, 86, 90, 94, 79, 94, 173
Mid-May Max Out, 2017-05-16, Open Women's 90 kg, Kristen Erickson, 89.1, 60, 65, 68, 80, 85, 90, 68, 90, 158
Mid-May Max Out, 2017-05-16, Women's Masters (40-44) 58 kg, Ana Leonard, 55.2, 53, 56, 59, 68, 72, 72, 59, 72, 131
Mid-May Max Out, 2017-05-16, Open Women's 58 kg, Genevieve Santayana, 56.8, 41, 44, 47, 60, 63, 63, 47, 63, 110

























