Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
AO Series Qualifier, 2017-08-12, Open Men's 94 kg, Chris Henry, 93.9, 115, 120, -125, 150, 155, 165, 120, 165, 285
AO Series Qualifier, 2017-08-12, Open Women's 58 kg, MICHELLE HENTZ, 55.3, -63, -64, 64, 82, 86, -90, 64, 86, 150
AO Series Qualifier, 2017-08-12, Open Women's 63 kg, Kailee Simons, 63, 64, 67, 70, 75, 79, -83, 70, 79, 149
AO Series Qualifier, 2017-08-12, Open Women's 63 kg, Nicole Kupfer, 60.5, 54, 57, -60, 78, 83, -86, 57, 83, 140
AO Series Qualifier, 2017-08-12, Open Women's 69 kg, Katherine Whitaker, 68.2, 54, 57, -59, 65, 68, 71, 57, 71, 128

























