Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
WWC State Qualifier, 2017-09-09, Open Men's 94 kg, Jay Joyner, 88.12, 85, 95, -105, 110, 115, 125, 95, 125, 220
WWC State Qualifier, 2017-09-09, Open Women's 69 kg, Morgan Samson, 67.55, -72, -72, 72, 91, 95, 98, 72, 98, 170
WWC State Qualifier, 2017-09-09, Open Men's 94 kg, Garrett Leatherwood, 88.5, 68, 72, -76, 90, 95, -100, 72, 95, 167
WWC State Qualifier, 2017-09-09, Open Women's 58 kg, Lindsey Karkos, 57.45, 66, -69, -73, 74, 78, 82, 66, 82, 148
WWC State Qualifier, 2017-09-09, Open Women's 75 kg, Estelle Rohr, 69.19, 52, 55, 58, 77, 82, 86, 58, 86, 144
WWC State Qualifier, 2017-09-09, Men's 13 Under Age Group 35 Kg, Tyler Clouatre, 31.06, 15, 18, -21, 28, 31, 33, 18, 33, 51
























