Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Senior National Last Chance Qualifier, 2014-06-01, Open Men's 85 kg, DJ Gianakas, 83.1, 119, 124, 128, 139, 145, 145, 128, 145, 273
Senior National Last Chance Qualifier, 2014-06-01, Open Men's 69 kg, Jeremy Jackson, 68.8, 100, 102, 105, 120, 120, 127, 105, 127, 232
Senior National Last Chance Qualifier, 2014-06-01, Open Men's 94 kg, Kevin Wright, 87.5, 100, 100, 102, 121, 125, 127, 102, 127, 229
Senior National Last Chance Qualifier, 2014-06-01, Open Women's 63 kg, Mahassen Paiva, 62.1, 75, 80, 84, 95, 100, 100, 84, 100, 184
Senior National Last Chance Qualifier, 2014-06-01, Open Men's 69 kg, Kevin Tai, 67, 70, 76, 78, 93, 95, 95, 78, 95, 173
Senior National Last Chance Qualifier, 2014-06-01, Women's Masters (35-39) 58 kg, Rachel Batista, 57, 60, 62, 65, 78, 81, 83, 65, 83, 148
Senior National Last Chance Qualifier, 2014-06-01, Open Women's 58 kg, Heidi Meyers, 57.8, 58, 60, 60, 75, 75, 76, 60, 76, 136
Senior National Last Chance Qualifier, 2014-06-01, Open Women's 53 kg, Gaelyn Byrne, 51.2, 32, 32, 35, 38, 41, 41, 35, 41, 76
Senior National Last Chance Qualifier, 2014-06-01, Women's Masters (65-69) +75 kg, Betty Fahrer, 90.9, 20, 22, 25, 25, 27, 30, 25, 30, 55





















