Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
East Carolina Invitational, 2015-12-12, Open Men's 94 kg, Nathan Jamison, 93.1, 97, -100, 100, 125, 130, -136, 100, 130, 230
East Carolina Invitational, 2015-12-12, Open Men's 69 kg, Armondo Balotti, 67, 80, -83, -87, 100, 106, -111, 80, 106, 186
East Carolina Invitational, 2015-12-12, Open Men's 85 kg, Robert Leonard, 84.1, 60, 65, 72, 75, 80, 85, 72, 85, 157
East Carolina Invitational, 2015-12-12, Open Women's 69 kg, Harper Spell, 68.4, 55, -58, 61, 65, -69, 71, 61, 71, 132
East Carolina Invitational, 2015-12-12, Open Women's 53 kg, Lachyna Locklear, 52.8, 55, 59, -61, 65, 69, 73, 59, 73, 132
East Carolina Invitational, 2015-12-12, Open Women's 63 kg, Lacey Schwab, 62.4, -53, -57, -57, -65, 67, -71, 0, 67, 0
























