Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2022 MASS Mania: Round Three, 2022-06-12, Open Men's 109kg, Eric Cothern, 104.45, 110, -115, -120, 140, -146, -146, 110, 140, 250
2022 MASS Mania: Round Three, 2022-06-12, Open Men's 89kg, Vincent Finnell, 86.6, -100, 100, 107, 135, -140, -140, 107, 135, 242
2022 MASS Mania: Round Three, 2022-06-12, Open Women's 81kg, Megan Hicks, 76.8, -63, 63, 65, 74, 80, -87, 65, 80, 145
2022 MASS Mania: Round Three, 2022-06-12, Open Men's 73kg, Benjamin Blanz, 72.85, 58, -61, 64, 69, -75, 80, 64, 80, 144
2022 MASS Mania: Round Three, 2022-06-12, Open Men's 89kg, W Foster, 84.3, 57, 59, 61, 77, -80, -80, 61, 77, 138

























