Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Fortius Invitational, 2014-03-01, Open Men's+105 kg, Joshua Sommo, 138.6, 105, 111, 116, 140, 147, 150, 116, 150, 266
Fortius Invitational, 2014-03-01, Open Men's 105 kg, Matthew Endler, 95.4, 100, 102, 107, 120, 125, 128, 107, 128, 235
Fortius Invitational, 2014-03-01, Open Men's 105 kg, Wilmar Dumaop, 101.85, 87, 92, 93, 115, 115, 123, 93, 123, 216
Fortius Invitational, 2014-03-01, Open Men's 85 kg, Donnie Douangchak, 83.6, 85, 90, 90, 110, 115, 115, 90, 115, 205
Fortius Invitational, 2014-03-01, Open Men's 105 kg, AJ Evans, 99.5, 80, 85, 90, 100, 100, 109, 90, 109, 199
Fortius Invitational, 2014-03-01, Open Men's 77 kg, Ryan Espiritu, 76.45, 65, 70, 75, 90, 96, 101, 75, 101, 176
Fortius Invitational, 2014-03-01, Open Men's 94 kg, Tiefu Cheng, 90.25, 68, 75, 77, 90, 95, 96, 77, 96, 173
Fortius Invitational, 2014-03-01, Open Women's 58 kg, Lindsey Sanders, 56.7, 35, 41, 44, 54, 57, 60, 44, 60, 104
Fortius Invitational, 2014-03-01, Open Women's 69 kg, Nichole Sessions, 66, 30, 33, 35, 40, 44, 50, 35, 50, 85





















