Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Show Up and Lift, 2017-01-14, Open Men's 94 kg, Justin Givens, 93.3, 112, 118, 123, 137, 145, 0, 123, 145, 268
Show Up and Lift, 2017-01-14, Open Men's 94 kg, Donald McComas, 93.6, -95, -95, 95, 117, -121, -125, 95, 117, 212
Show Up and Lift, 2017-01-14, Open Men's 69 kg, Logan Price, 67, 75, 78, 81, 102, 106, 110, 81, 110, 191
Show Up and Lift, 2017-01-14, Open Men's 77 kg, Adam Kirby, 75.2, -70, -70, 75, -95, -98, 100, 75, 100, 175
Show Up and Lift, 2017-01-14, Open Women's 75 kg, Kendra Burawski, 69.5, 53, 56, 60, 70, 76, 80, 60, 80, 140
Show Up and Lift, 2017-01-14, Open Women's 69 kg, Kaylyn Gooslin, 66.8, 55, -60, -63, 70, -75, -77, 55, 70, 125
Show Up and Lift, 2017-01-14, Open Men's 94 kg, David Sandifer, 87.3, 53, -56, -56, 60, 65, 68, 53, 68, 121
Show Up and Lift, 2017-01-14, Open Women's 90 kg, Amber Phillips, 80.4, 50, 52, -55, -66, 66, -69, 52, 66, 118
Show Up and Lift, 2017-01-14, Open Women's 69 kg, Katie Bleyer, 63.2, -52, 52, -55, 60, -65, -67, 52, 60, 112
Show Up and Lift, 2017-01-14, Open Women's 69 kg, Kailee Bingman, 65.6, -62, -62, -64, 68, 71, 75, 0, 75, 0




















