Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
The PPW Qualifier, 2012-12-15, Open Women's 48 kg, Kelly Rexroad Williams, 47.7, 63, 63, 63, 70, 74, 78, 63, 78, 141
The PPW Qualifier, 2012-12-15, Open Men's 94 kg, Connor Gildemeyer, 93.6, 52, 56, 58, 75, 79, 82, 58, 82, 140
The PPW Qualifier, 2012-12-15, Men's 14-15 Age Group 85 Kg, Benjamin Schrenk, 84.2, 50, 55, 60, 70, 74, 74, 60, 74, 134
The PPW Qualifier, 2012-12-15, Men's 14-15 Age Group 69 kg, Martin Mangram, 64.4, 50, 55, 55, 65, 70, 77, 55, 77, 132
The PPW Qualifier, 2012-12-15, Open Men's 77 kg, Conner Collins, 70.4, 50, 53, 53, 65, 70, 73, 53, 73, 126
The PPW Qualifier, 2012-12-15, Open Men's 62 kg, Brandon Mangram, 59.6, 42, 47, 47, 62, 62, 66, 47, 66, 113
The PPW Qualifier, 2012-12-15, Open Women's 69 kg, Amanda Greaver, 65, 42, 46, 48, 55, 60, 63, 48, 63, 111
The PPW Qualifier, 2012-12-15, Men's 13 Under Age Group 44kg, William Barber, 42, 22, 25, 27, 30, 34, 37, 27, 37, 64






















