Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
ZKC International Tournament, 2016-06-30, Open Men's 105 kg, Benyamin Williams, 102, 102, -106, 106, 125, 130, -138, 106, 130, 236
ZKC International Tournament, 2016-06-30, Open Men's 105 kg, Vernon Duett, 100.2, 90, -95, -95, 113, -118, -118, 90, 113, 203
ZKC International Tournament, 2016-06-30, Open Men's+105 kg, Jordan Cramer, 142.2, 87, 92, -96, 105, -110, -110, 92, 105, 197
ZKC International Tournament, 2016-06-30, Open Men's 56 kg, Keith Connolly, 55.9, 78, 83, 85, 102, 107, -112, 85, 107, 192
ZKC International Tournament, 2016-06-30, Open Men's+105 kg, steve boruske, 122.4, 78, -83, -83, -102, 105, -110, 78, 105, 183
ZKC International Tournament, 2016-06-30, Open Women's +75 Kg, Alexis Daudistel, 76.3, 45, -47, -47, 57, 62, -66, 45, 62, 107
ZKC International Tournament, 2016-06-30, Open Men's 62 kg, Deon Mills-Duett, 60.3, -45, 45, 49, 57, -62, -62, 49, 57, 106
ZKC International Tournament, 2016-06-30, Open Women's +75 Kg, Tina Mollis, 92.3, -80, -80, -80, 89, -98, -98, 0, 89, 0






















