Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Fireside State Qual, 2018-07-21, Open Men's 69 kg, Matthew Yung, 62.4, 91, 95, 95, 120, 125, 125, 95, 125, 220
Fireside State Qual, 2018-07-21, Open Men's 94 kg, Matthew Forrester, 87.7, 90, 94, 98, 116, 118, 121, 98, 121, 219
Fireside State Qual, 2018-07-21, Open Men's 105 kg, Neil Skorka, 95.7, 74, 76, 76, 104, 104, 104, 76, 104, 180
Fireside State Qual, 2018-07-21, Open Women's 58 kg, Shea Moyer, 57.3, 45, 47, 47, 60, 64, 64, 47, 64, 111
Fireside State Qual, 2018-07-21, Open Women's 53 kg, Amber Jones, 51.7, 41, 43, 46, 57, 59, 62, 46, 62, 108
Fireside State Qual, 2018-07-21, Open Women's 75 kg, Adriann Romero, 74, 37, 41, 45, 50, 53, 56, 45, 56, 101
Fireside State Qual, 2018-07-21, Women's Masters (40-44) 69 kg, Kathryn Bard, 67.45, 35, 35, 37, 51, 53, 53, 37, 53, 90























