Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2018 Cascade Weightlifting Championship, 2018-09-23, Open Men's 81kg, Richard Chung, 78.5, 90, 95, 100, 125, 130, -135, 100, 130, 230
2018 Cascade Weightlifting Championship, 2018-09-23, Open Women's 71kg, Bailey Barnick, 67, 65, -68, -68, 75, -78, -78, 65, 75, 140
2018 Cascade Weightlifting Championship, 2018-09-23, Open Women's 76kg, Melody Wright, 74.7, 55, 58, 60, 76, 79, -81, 60, 79, 139
2018 Cascade Weightlifting Championship, 2018-09-23, Women's 16-17 Age Group 64kg, Lily Russert, 60.8, -55, -55, 55, 65, 68, 72, 55, 72, 127
2018 Cascade Weightlifting Championship, 2018-09-23, Open Women's 59kg, Meredith Price, 57.4, 56, -58, -59, 65, 67, -70, 56, 67, 123
2018 Cascade Weightlifting Championship, 2018-09-23, Open Women's 49kg, Julie George, 47.7, 29, 31, 35, 50, 54, 58, 35, 58, 93
























