Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Forza House Open, 2020-01-25, Men's Masters (35-39) 109kg, Alex Mueller, 107.2, -91, 95, 99, -118, 118, -125, 99, 118, 217
Forza House Open, 2020-01-25, Open Men's 89kg, Shawn Rhodes, 82, 66, 69, 75, 82, 86, 91, 75, 91, 166
Forza House Open, 2020-01-25, Open Men's 96kg, Michael Tangorra, 94.4, 63, 68, 73, 81, 86, 91, 73, 91, 164
Forza House Open, 2020-01-25, Open Women's 87kg, Annirose Womack, 82.4, 63, 68, 73, 75, 80, 90, 73, 90, 163
Forza House Open, 2020-01-25, Open Women's 87kg, Noelle Viard, 81, 55, 58, 60, -73, 73, 74, 60, 74, 134
Forza House Open, 2020-01-25, Open Women's 71kg, Laura Caffrey, 64, 45, 48, 51, 56, 59, -62, 51, 59, 110
Forza House Open, 2020-01-25, Women's 13 Under Age Group 33kg, Adelyn Jones, 32, 24, 26, 28, 32, 34, 36, 28, 36, 64























