Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
314 Barbell Club Fall Meet, 2015-09-20, Open Men's 94 kg, Mike Dudenhoeffer, 91.9, 75, 77, 80, 97, 103, -104, 80, 103, 183
314 Barbell Club Fall Meet, 2015-09-20, Open Women's 75 kg, Sara Coe, 70.1, 70, 73, -77, 86, 91, -94, 73, 91, 164
314 Barbell Club Fall Meet, 2015-09-20, Open Women's 69 kg, Stephanie Marsh, 69, -69, 70, 76, -83, 83, -90, 76, 83, 159
314 Barbell Club Fall Meet, 2015-09-20, Open Women's 53 kg, Meghan Bryant, 53, 59, 62, 64, 75, -78, -79, 64, 75, 139
314 Barbell Club Fall Meet, 2015-09-20, Open Women's 53 kg, Caroline Becker, 53, -60, 60, -62, 75, -77, -77, 60, 75, 135
314 Barbell Club Fall Meet, 2015-09-20, Women's Masters (35-39) +75 kg, Tamara Walker, 111.6, 49, -52, 53, -59, 63, -66, 53, 63, 116
314 Barbell Club Fall Meet, 2015-09-20, Open Women's 63 kg, Summer Pratt, 62.1, 48, 51, 54, 55, -58, 60, 54, 60, 114
314 Barbell Club Fall Meet, 2015-09-20, Open Men's 105 kg, Michael Pratt, 97.8, 100, 104, -109, -140, -140, -145, 104, 0, 0






















