Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Collier Lift-Off: Presented by Golden Gate High School, 2017-06-24, Open Men's 105 kg, Melvin Jensen, 100, 116, 120, 124, 140, 146, 161, 124, 161, 285
Collier Lift-Off: Presented by Golden Gate High School, 2017-06-24, Open Men's 94 kg, Thaddeus Handlon, 89.8, 115, 115, 117, 140, 145, 150, 117, 150, 267
Collier Lift-Off: Presented by Golden Gate High School, 2017-06-24, Open Men's 105 kg, Anthony Micheles, 97, 92, 94, 98, 125, 132, 137, 98, 137, 235
Collier Lift-Off: Presented by Golden Gate High School, 2017-06-24, Open Men's 94 kg, Jesus Canovas, 89.1, 64, 68, 72, 84, 89, 95, 72, 95, 167
Collier Lift-Off: Presented by Golden Gate High School, 2017-06-24, Open Women's 75 kg, Crystal waters, 74.9, 50, 53, 56, 80, 83, 86, 56, 86, 142
Collier Lift-Off: Presented by Golden Gate High School, 2017-06-24, Women's 16-17 Age Group 75 kg, Katelyn Brunson, 70.1, 50, 52, 54, 75, 80, 82, 54, 82, 136
Collier Lift-Off: Presented by Golden Gate High School, 2017-06-24, Women's Masters (40-44) 48 kg, Janet Chow, 42.7, 29, 32, 35, 41, 45, 49, 35, 49, 84























