Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2nd Annual Alabama Open, 2017-04-08, Open Men's 105 kg, Jordan Ayers, 102.1, 98, 102, 105, 125, 130, 136, 105, 136, 241
2nd Annual Alabama Open, 2017-04-08, Open Men's 105 kg, Lute Renshaw III, 103.8, 80, 85, -89, 125, -130, 135, 85, 135, 220
2nd Annual Alabama Open, 2017-04-08, Open Women's 75 kg, Kimberly Jamison, 74.5, 58, 61, 64, 71, 75, 79, 64, 79, 143
2nd Annual Alabama Open, 2017-04-08, Women's Masters (35-39) 75 kg, Laura-Jean Estes, 73.2, -60, -60, 60, 75, 78, 80, 60, 80, 140
2nd Annual Alabama Open, 2017-04-08, Women's Masters (35-39) 63 kg, Kylie Miller, 62.6, 58, 60, 62, 70, 73, 75, 62, 75, 137
2nd Annual Alabama Open, 2017-04-08, Men's 13 Under Age Group 50 Kg, Hampton Morris, 44.1, 48, 51, 53, 65, 70, 74, 53, 74, 127
2nd Annual Alabama Open, 2017-04-08, Men's 13 Under Age Group +69 Kg, Ethan Enfinger, 87.9, 38, 42, 46, 55, 60, -62, 46, 60, 106























