Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance Mustang Meet, 2021-05-04, Men's 16-17 Age Group 89kg, Chase Hoffman, 89, -75, 76, -79, -105, 109, -111, 76, 109, 185
Last Chance Mustang Meet, 2021-05-04, Junior Men's 73kg, Christian Mendoza, 70.5, 66, 71, -75, 98, 102, -106, 71, 102, 173
Last Chance Mustang Meet, 2021-05-04, Men's 16-17 Age Group 73kg, Ross Olson, 72.6, 68, -73, -73, 92, 96, 100, 68, 100, 168
Last Chance Mustang Meet, 2021-05-04, Men's 16-17 Age Group 67kg, Noah Zent, 66.9, 66, 69, -72, 77, 82, -85, 69, 82, 151
Last Chance Mustang Meet, 2021-05-04, Junior Men's 73kg, Weston Mundt, 72.2, 53, 56, -60, -82, -82, 82, 56, 82, 138
Last Chance Mustang Meet, 2021-05-04, Junior Men's 89kg, Matthew Fischer, 88.8, 97, -100, -100, -113, -117, -117, 97, 0, 0
Last Chance Mustang Meet, 2021-05-04, Junior Men's 73kg, Alexander Ulbricht, 72.5, -77, -77, -77, 87, 90, 95, 0, 95, 0























