Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Memphis Fall Open, 2012-10-27, Open Men's+105 kg, John Simmons, 112.36, 110, 115, 120, 135, 145, 155, 120, 155, 275
Memphis Fall Open, 2012-10-27, Open Men's 85 kg, Michael Bledsoe, 80, 100, 111, 116, 135, 135, 135, 116, 135, 251
Memphis Fall Open, 2012-10-27, Open Men's 85 kg, Alex Maclin, 83.9, 86, 86, 90, 111, 116, 120, 90, 120, 210
Memphis Fall Open, 2012-10-27, Open Men's 85 kg, Andrew Stuart, 83.1, 70, 70, 80, 100, 110, 112, 80, 112, 192
Memphis Fall Open, 2012-10-27, Open Men's 69 kg, Samuel Moncivaez, 67.7, 75, 80, 80, 95, 100, 103, 80, 103, 183
Memphis Fall Open, 2012-10-27, Open Men's 77 kg, Michael Lexner, 74.6, 73, 73, 78, 90, 95, 100, 78, 100, 178
























