Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2020 OSS National Masters LCQ, 2020-02-23, Men's Masters (40-44) 89kg, Jason Schreiber, 86.65, 90, 95, 100, 100, 107, 115, 100, 115, 215
2020 OSS National Masters LCQ, 2020-02-23, Men's Masters (50-54) 89kg, Wade Ritter, 81.75, 75, -78, -78, 92, 96, -101, 75, 96, 171
2020 OSS National Masters LCQ, 2020-02-23, Open Women's 64kg, Abigail Richards, 63, 74, 78, -81, -92, 92, -95, 78, 92, 170
2020 OSS National Masters LCQ, 2020-02-23, Women's Masters (45-49) 76kg, Jeanine Harvey Dankoff, 71.15, 40, 42, 45, 57, 60, 63, 45, 63, 108
2020 OSS National Masters LCQ, 2020-02-23, Women's Masters (35-39) +87kg, Lenell Davis, 94.5, 40, 42, 44, 49, 51, 54, 44, 54, 98
2020 OSS National Masters LCQ, 2020-02-23, Open Women's 59kg, Gisele Loto, 56.8, 31, 33, -35, 38, 42, -46, 33, 42, 75
2020 OSS National Masters LCQ, 2020-02-23, Men's 13 Under Age Group 39kg, Bryce Milnor, 38.35, 8, 10, 12, 10, 13, -16, 12, 13, 25
2020 OSS National Masters LCQ, 2020-02-23, Women's Masters (50-54) 59kg, Maria McBride, 55.75, -33, -35, -35, 0, 0, 0, 0, 0, 0






















