Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Super Bowl Meet, 2012-02-05, Women's Masters (35-39) 48 kg, ANGELA TUCKER, 47.8, 0, 0, 0, 60, 0, 0, 0, 60, 0
Super Bowl Meet, 2012-02-05, Open Women's 69 kg, Krystle Rodrique, 67.5, 0, 0, 0, 60, 0, 0, 0, 60, 0
Super Bowl Meet, 2012-02-05, Open Women's 63 kg, Stefanie Roberts, 61.4, 0, 0, 0, 60, 0, 0, 0, 60, 0
Super Bowl Meet, 2012-02-05, Open Men's 85 kg, Chad Hamm, 84.4, 0, 0, 0, 95, 0, 0, 0, 95, 0
Super Bowl Meet, 2012-02-05, Open Men's 85 kg, Jeremy Gordon, 79.5, 0, 0, 0, 115, 0, 0, 0, 115, 0
Super Bowl Meet, 2012-02-05, Open Men's 94 kg, Alan Little, 86.2, 0, 0, 0, 71, 0, 0, 0, 71, 0
Super Bowl Meet, 2012-02-05, Open Men's 94 kg, Richard Winski, 90.4, 0, 0, 0, 95, 0, 0, 0, 95, 0
Super Bowl Meet, 2012-02-05, Open Men's 94 kg, Kyle Ernst, 93.9, 0, 0, 0, 175, 0, 0, 0, 175, 0
Super Bowl Meet, 2012-02-05, Open Men's 105 kg, Coard Wilkes, 94, 0, 0, 0, 185, 0, 0, 0, 185, 0
Super Bowl Meet, 2012-02-05, Open Men's+105 kg, Caine Wilkes, 120.9, 0, 0, 0, 195, 0, 0, 0, 195, 0




















