Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Kauai Weightlifting Open 2016, 2016-06-04, Open Men's 85 kg, William Steed, 83.4, 107, 110, 116, -130, 130, -137, 116, 130, 246
Kauai Weightlifting Open 2016, 2016-06-04, Open Men's 94 kg, Titus Brun, 92.3, -104, 104, 109, -125, 128, -132, 109, 128, 237
Kauai Weightlifting Open 2016, 2016-06-04, Open Men's 94 kg, Dusty Psaila, 89.4, -97, 97, 102, 118, 122, 127, 102, 127, 229
Kauai Weightlifting Open 2016, 2016-06-04, Open Men's 85 kg, Jake Leake, 82.9, -98, -98, 98, -125, 127, -130, 98, 127, 225
Kauai Weightlifting Open 2016, 2016-06-04, Open Women's 58 kg, Casey Hutnick, 56.4, 75, -78, -78, 86, 88, -90, 75, 88, 163
Kauai Weightlifting Open 2016, 2016-06-04, Women's Masters (35-39) 75 kg, Erin Gregerson, 73.7, 40, -44, 46, 52, 55, 58, 46, 58, 104
Kauai Weightlifting Open 2016, 2016-06-04, Men's 14-15 Age Group 62 kg, Logan Noble, 56.9, 36, 39, -42, 44, 46, 48, 39, 48, 87
Kauai Weightlifting Open 2016, 2016-06-04, Men's 13 Under Age Group 39kg, Loiken Yamamoto, 38.55, 25, 29, -32, 29, -33, 35, 29, 35, 64






















