Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Primal Mountain Atlanta or Bust, 2017-05-20, Open Men's 56 kg, Bryant Phelps, 54.4, 65, 70, 75, 90, 93, -97, 75, 93, 168
Primal Mountain Atlanta or Bust, 2017-05-20, Women's 16-17 Age Group 63 kg, Sydney Worley, 62.9, 47, 51, -55, 60, 63, -65, 51, 63, 114
Primal Mountain Atlanta or Bust, 2017-05-20, Open Men's 56 kg, Gavin Knudsen, 48.5, -46, 46, -50, 54, 57, 59, 46, 59, 105
Primal Mountain Atlanta or Bust, 2017-05-20, Men's 13 Under Age Group 56 Kg, Fred Malouf, 54.3, 27, 30, 35, 32, 35, -40, 35, 35, 70
Primal Mountain Atlanta or Bust, 2017-05-20, Women's 13 Under Age Group 44kg, Nyah Phelps, 42.9, 23, 25, 27, 25, 30, 34, 27, 34, 61
Primal Mountain Atlanta or Bust, 2017-05-20, Open Men's 69 kg, Bronson Naser, 67, 20, -23, 23, 20, 23, 25, 23, 25, 48
























