Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Battle of Iwo Jima WLM 2020, 2020-08-15, Women's Masters (35-39) 87kg, Suzanne Shields, 86.2, 60, 65, 70, 82, 87, 92, 70, 92, 162
Battle of Iwo Jima WLM 2020, 2020-08-15, Open Men's 67kg, David Estrada, 61, -57, 57, -59, 79, 81, 83, 57, 83, 140
Battle of Iwo Jima WLM 2020, 2020-08-15, Men's Masters (70-74) 109kg, Steven Smith, 105, 39, 42, -44, 50, 53, -55, 42, 53, 95
Battle of Iwo Jima WLM 2020, 2020-08-15, Women's Masters (60-64) 49kg, Renee Ferguson, 46.65, 23, 25, 27, 32, 34, 36, 27, 36, 63
Battle of Iwo Jima WLM 2020, 2020-08-15, Open Women's 55kg, Betty Marzec, 53.6, -58, -58, -58, 80, 83, 84, 0, 84, 0

























