Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance for Universities, 2018-03-24, Open Men's+105 kg, Zach Mitchem, 112.16, -105, -105, 105, 125, 130, 135, 105, 135, 240
Last Chance for Universities, 2018-03-24, Open Women's 75 kg, Sadie LaMay, 74.48, 76, -78, -80, -95, 95, -98, 76, 95, 171
Last Chance for Universities, 2018-03-24, Open Women's 75 kg, Abby Miller, 72.85, 63, -66, -66, 82, 87, 91, 63, 91, 154
Last Chance for Universities, 2018-03-24, Open Men's 62 kg, Mitchell Collins, 61.95, 52, 56, -60, 80, 85, 88, 56, 88, 144
Last Chance for Universities, 2018-03-24, Open Women's 63 kg, Josie Cowley, 62.8, 50, -55, -55, 68, 72, -75, 50, 72, 122
Last Chance for Universities, 2018-03-24, Open Men's 94 kg, William Schmitz, 91.15, -105, -105, -105, -133, -133, -133, 0, 0, 0
























