Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance For Universities, 2015-08-14, Open Men's+105 kg, Austin Hamm, 119.5, 125, 132, 137, 147, 160, -175, 137, 160, 297
Last Chance For Universities, 2015-08-14, Open Men's 105 kg, Joseph Windsor, 104.5, 105, 112, 118, -130, 130, 135, 118, 135, 253
Last Chance For Universities, 2015-08-14, Open Men's 85 kg, Diego Archuleta-Poston, 84.1, 99, 103, -106, 125, 130, -135, 103, 130, 233
Last Chance For Universities, 2015-08-14, Open Women's 69 kg, McKenzie Rynard, 68.8, 65, 68, 70, 75, 80, 84, 70, 84, 154
Last Chance For Universities, 2015-08-14, Open Women's 63 kg, LaToya Nelson-Hagemann, 62.6, 63, 66, -68, 75, 80, -85, 66, 80, 146
Last Chance For Universities, 2015-08-14, Women's 13 Under Age Group 53kg, Audrey Rips-Goodwin, 52.1, 46, 48, 50, 50, 53, 55, 50, 55, 105
























