Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
The Alabama Open, 2016-08-13, Open Men's 85 kg, Dakota Hooper, 83.5, 100, 106, -112, 141, 146, -152, 106, 146, 252
The Alabama Open, 2016-08-13, Open Men's 77 kg, Spencer Brothers, 75.4, 89, 93, -98, 116, 120, 125, 93, 125, 218
The Alabama Open, 2016-08-13, Open Women's +75 Kg, Catherine Lucas, 89.4, 84, -87, 90, 102, 107, 110, 90, 110, 200
The Alabama Open, 2016-08-13, Open Men's 105 kg, Logan Ganey, 95, -85, 85, -91, 106, 111, -113, 85, 111, 196
The Alabama Open, 2016-08-13, Open Women's 63 kg, Stephanie Smith, 62.5, 64, 67, 70, -78, 80, 85, 70, 85, 155
The Alabama Open, 2016-08-13, Open Women's 75 kg, Allee Wurtz, 74.6, 60, 63, 67, 75, 83, 88, 67, 88, 155
The Alabama Open, 2016-08-13, Open Women's 69 kg, Amy Rawlinson, 66.6, 61, 70, -73, 80, 82, -84, 70, 82, 152
The Alabama Open, 2016-08-13, Women's Masters (60-64) 53 kg, Cynthia Cobb, 52.5, 20, 22, 25, 30, 31, -36, 25, 31, 56






















