Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
McKenna's Gym School-Age Qualifier, 2013-06-02, Open Men's 85 kg, Tanner Reichardt, 79, 107, 111, 113, 137, 142, -145, 113, 142, 255
McKenna's Gym School-Age Qualifier, 2013-06-02, Open Men's+105 kg, michael McKenna, 155.32, 90, 100, 105, 110, 120, 130, 105, 130, 235
McKenna's Gym School-Age Qualifier, 2013-06-02, Open Men's 69 kg, Ryan Ramich, 68.59, 60, 65, 70, 80, 85, 91, 70, 91, 161
McKenna's Gym School-Age Qualifier, 2013-06-02, Open Men's 56 kg, Jacob Horst, 55.91, 50, 55, 60, 65, 70, 75, 60, 75, 135
McKenna's Gym School-Age Qualifier, 2013-06-02, Open Men's 62 kg, Kyle Dimovitz, 61.34, 40, 45, 50, 60, 65, 70, 50, 70, 120
McKenna's Gym School-Age Qualifier, 2013-06-02, Women's 14-15 Age Group 53 kg, Hayley Reichardt, 53, 30, 35, 42, 42, 46, 50, 42, 50, 92
























