Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Mayflower Invite, 2014-05-10, Open Women's +75 Kg, Shelbie Serpan, 131.98, 95, -98, 98, 115, 120, 123, 98, 123, 221
Mayflower Invite, 2014-05-10, Open Women's 63 kg, Becky Freeman, 59.84, -61, 61, 66, 81, 84, -86, 66, 84, 150
Mayflower Invite, 2014-05-10, Open Women's 63 kg, Faith Applewhite, 62.1, 38, 41, -44, 56, 60, 63, 41, 63, 104
Mayflower Invite, 2014-05-10, Open Women's 58 kg, Eliza Schaum, 57.7, 35, 38, 40, 47, 50, 53, 40, 53, 93
Mayflower Invite, 2014-05-10, Women's Masters (55-59) 58 kg, Deborah Werenko, 56.28, 29, 32, 35, 39, 42, 45, 35, 45, 80
Mayflower Invite, 2014-05-10, Open Women's 63 kg, Mary Shea, 60.09, 25, 28, 31, 33, 36, 39, 31, 39, 70
Mayflower Invite, 2014-05-10, Women's Masters (50-54) 53 kg, Darlene Vigil, 51.5, 20, 22, 23, 32, 35, 37, 23, 37, 60























