Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2013 Youth Nationals Qualifier, 2013-06-03, Women's 13 Under Age Group +58 Kg, Nia Walker, 63.4, 30, 32, 35, 40, 45, 50, 35, 50, 85
2013 Youth Nationals Qualifier, 2013-06-03, Women's 13 Under Age Group +58 Kg, Na'Erykah Goodwin, 75.6, 32, 35, 35, 40, 45, 50, 35, 50, 85
2013 Youth Nationals Qualifier, 2013-06-03, Women's 14-15 Age Group 63 kg, Xemiah Sanchell, 61.8, 30, 32, 32, 40, 42, 42, 32, 42, 74
2013 Youth Nationals Qualifier, 2013-06-03, Men's 13 Under Age Group 39kg, Devon Jenkins, 36.2, 27, 30, 32, 35, 40, 42, 32, 42, 74
2013 Youth Nationals Qualifier, 2013-06-03, Men's 13 Under Age Group 44kg, Eugene Sanchell, 41.65, 27, 30, 32, 35, 37, 40, 32, 40, 72
2013 Youth Nationals Qualifier, 2013-06-03, Men's 13 Under Age Group 31 Kg, Stacy Jones, 28.85, 15, 17, 20, 20, 25, 30, 20, 30, 50
























