Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
End of the Summer Open, 2021-08-14, Open Men's 89kg, Nathan Cerwinske, 83.3, 100, 105, 110, 125, 130, 135, 110, 135, 245
End of the Summer Open, 2021-08-14, Junior Men's 89kg, Zachary White, 88.8, 95, 100, 105, -115, 118, 125, 105, 125, 230
End of the Summer Open, 2021-08-14, Open Men's 73kg, Daniel Kimball, 71.5, 75, -80, -80, 90, 95, 102, 75, 102, 177
End of the Summer Open, 2021-08-14, Open Men's 61kg, Fred Martinez, 60.8, 70, -75, -75, 75, 80, 85, 70, 85, 155
End of the Summer Open, 2021-08-14, Open Women's 76kg, Jessica Walters, 71.6, 53, 57, 60, 70, 75, 80, 60, 80, 140
End of the Summer Open, 2021-08-14, Open Women's 71kg, Morgan Huppenthal, 65.5, 53, 57, -60, 70, 74, 78, 57, 78, 135
End of the Summer Open, 2021-08-14, Open Women's 64kg, Ashley Cranford, 62, 54, 57, -60, 70, 74, 77, 57, 77, 134
End of the Summer Open, 2021-08-14, Junior Women's 76kg, Jessica Lee, 73.3, 50, 53, -57, 63, 66, 68, 53, 68, 121
End of the Summer Open, 2021-08-14, Women's 14-15 Age Group 45kg, Gabriella Pfund, 43.6, 41, 43, 45, 48, -51, 51, 45, 51, 96





















