Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Midwest Regional University Championships, 2022-11-12, Open Men's 89kg, Ryan Cope, 83.4, 91, 0, 0, 113, 0, 0, 91, 113, 204
Midwest Regional University Championships, 2022-11-12, Open Women's 71kg, Savannah Whitten, 70.8, 48, 0, 0, 71, 0, 0, 48, 71, 119
Midwest Regional University Championships, 2022-11-12, Open Women's 76kg, Gabriella Escamilla, 75.2, 41, 0, 0, 55, 0, 0, 41, 55, 96



























