Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
RWL Weightlifting Development Meet, 2014-04-26, Open Men's 105 kg, Dan Rosenberg, 102, 82, -85, 85, 105, 110, 115, 85, 115, 200
RWL Weightlifting Development Meet, 2014-04-26, Open Men's 94 kg, Michael Pimentel, 90.6, 72, 76, 80, 100, 105, 110, 80, 110, 190
RWL Weightlifting Development Meet, 2014-04-26, Open Women's +75 Kg, Carly Mauch, 79.6, 75, 80, -85, -100, 100, -108, 80, 100, 180
RWL Weightlifting Development Meet, 2014-04-26, Women's 16-17 Age Group +75 kg, McKenna Neeb, 75, 34, 37, 40, 57, -59, -59, 40, 57, 97
RWL Weightlifting Development Meet, 2014-04-26, Women's Masters (55-59) 53 kg, Margaret Franklin, 51.8, 30, 32, -34, 42, 44, 46, 32, 46, 78
RWL Weightlifting Development Meet, 2014-04-26, Open Women's 69 kg, Ashley Albright, 67.7, 60, 65, 70, -82, -82, -83, 70, 0, 0
RWL Weightlifting Development Meet, 2014-04-26, Open Men's 77 kg, Samuel Wong-Rapuano, 73, -75, -75, -80, 100, -105, -105, 0, 100, 0























