Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Kirkwood National Qualifier, 2013-06-01, Open Men's 105 kg, Benn Overkamp, 101.5, -138, 138, -142, 175, -182, -182, 138, 175, 313
Kirkwood National Qualifier, 2013-06-01, Open Men's 77 kg, Cuong Ly, 76.6, 103, -108, 108, -140, -140, 140, 108, 140, 248
Kirkwood National Qualifier, 2013-06-01, Open Men's 77 kg, Tom Summa, 73.9, 103, 107, 110, 130, 134, 137, 110, 137, 247
Kirkwood National Qualifier, 2013-06-01, Open Men's 85 kg, Tony Grana, 82.1, 100, 105, -108, 120, 125, 130, 105, 130, 235
Kirkwood National Qualifier, 2013-06-01, Open Men's 69 kg, Bryan Siegel, 67.6, 71, -75, -75, 85, -90, -90, 71, 85, 156
Kirkwood National Qualifier, 2013-06-01, Men's 13 Under Age Group 56 Kg, Danny Flynn, 53.8, 30, -43, 43, 53, 58, -62, 43, 58, 101
Kirkwood National Qualifier, 2013-06-01, Men's 13 Under Age Group 50 Kg, Brett Rog, 44.8, 21, -24, 24, 29, 32, -35, 24, 32, 56
Kirkwood National Qualifier, 2013-06-01, Men's 13 Under Age Group 44kg, Mike Stoeckel, 41.9, 17, 19, -21, 23, 25, 27, 19, 27, 46






















