Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Freedom Invitational, 2019-04-05, Open Men's +109kg, joseph smith, 113.3, 100, 105, 110, 130, 135, 140, 110, 140, 250
Freedom Invitational, 2019-04-05, Open Men's 89kg, Roberto Victoria, 88.8, 85, 90, 93, 110, 113, 113, 93, 113, 206
Freedom Invitational, 2019-04-05, Open Women's 55kg, Katherine McCuaig, 54.1, 63, 65, 68, 86, 88, 91, 68, 91, 159
Freedom Invitational, 2020-02-02, Open Women's 64kg, Daiana Catabbi, 63.9, 60, 63, 66, 78, 82, 85, 66, 85, 151
Freedom Invitational, 2019-04-05, Open Women's 64kg, Kiara Boschetti, 64, 38, 40, 42, 52, 55, 58, 42, 58, 100
Freedom Invitational, 2019-04-05, Open Women's 59kg, Violetta Orlowski, 58.7, 35, 37, 39, 45, 48, 53, 39, 53, 92
Freedom Invitational, 2019-04-05, Open Women's 71kg, Lauren Bergmann, 67.8, 35, 37, 39, 45, 48, 53, 39, 53, 92
Freedom Invitational, 2019-04-05, Open Women's +87kg, Emily McManus, 89.9, 33, 35, 37, 31, 35, 39, 37, 39, 76






















