Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2012 Baltimore Developmental Invitational, 2012-02-06, Women's Masters (50-54) +75 kg, Mary Hyder, 78.2, 0, 0, 0, 40, 0, 0, 0, 40, 0
2012 Baltimore Developmental Invitational, 2012-02-06, Open Men's 105 kg, Benjamin Lowe, 98.19, 0, 0, 0, 98, 0, 0, 0, 98, 0
2012 Baltimore Developmental Invitational, 2012-02-06, Open Men's 94 kg, Jordan Rosen, 93.24, 0, 0, 0, 153, 0, 0, 0, 153, 0
2012 Baltimore Developmental Invitational, 2012-02-06, Open Men's 56 kg, Sujal Bista, 55.8, 0, 0, 0, 82, 0, 0, 0, 82, 0
2012 Baltimore Developmental Invitational, 2012-02-06, Open Men's 69 kg, Jon Zajac, 66.52, 0, 0, 0, 125, 0, 0, 0, 125, 0
2012 Baltimore Developmental Invitational, 2012-02-06, Women's Masters (35-39) 75 kg, Emilene Drager, 74.41, 0, 0, 0, 25, 0, 0, 0, 25, 0
2012 Baltimore Developmental Invitational, 2012-02-06, Open Men's 105 kg, Manjunath Markandaya, 97.87, 0, 0, 0, 85, 0, 0, 0, 85, 0























