Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
May 16 Fundraiser Invitational, 2014-05-16, Women's 16-17 Age Group 63 kg, Destiny Hall, 59.4, 50, 50, 53, 65, 70, 72, 53, 72, 125
May 16 Fundraiser Invitational, 2014-05-16, Women's 16-17 Age Group 69 kg, Alyisha Anderson, 68.2, 47, 50, 54, 62, 65, 70, 54, 70, 124
May 16 Fundraiser Invitational, 2014-05-16, Women's 16-17 Age Group +75 kg, Kymberli Payno, 80.15, 45, 50, 52, 60, 62, 62, 52, 62, 114
May 16 Fundraiser Invitational, 2014-05-16, Open Women's 69 kg, Brianna Miller, 67.25, 40, 42, 42, 60, 62, 62, 42, 62, 104
May 16 Fundraiser Invitational, 2014-05-16, Women's 16-17 Age Group 58 kg, Alexus Cisco, 57.78, 37, 40, 42, 50, 58, 58, 42, 58, 100
May 16 Fundraiser Invitational, 2014-05-16, Open Women's 58 kg, Alexis Allen, 56.9, 32, 35, 40, 50, 55, 55, 40, 55, 95
























