Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Ga District Games, 2012-05-26, Women's 13 Under Age Group 39kg, Carolyn Cohen, 38.2, 0, 0, 0, 31, 0, 0, 0, 31, 0
Ga District Games, 2012-05-26, Open Women's 58 kg, Kaitlin Munn, 57, 0, 0, 0, 67, 0, 0, 0, 67, 0
Ga District Games, 2012-05-26, Men's 13 Under Age Group 31 Kg, Samuel Cohen, 26.1, 0, 0, 0, 24, 0, 0, 0, 24, 0
Ga District Games, 2012-05-26, Open Men's 56 kg, Logan Mckenzie, 43.9, 0, 0, 0, 43, 0, 0, 0, 43, 0
Ga District Games, 2012-05-26, Men's 13 Under Age Group 50 Kg, Clarence Cummings, 50, 0, 0, 0, 87, 0, 0, 0, 87, 0
Ga District Games, 2012-05-26, Open Men's 56 kg, Micheal Mattis, 55, 0, 0, 0, 77, 0, 0, 0, 77, 0
Ga District Games, 2012-05-26, Men's 13 Under Age Group 56 Kg, William Cohen, 56, 0, 0, 0, 75, 0, 0, 0, 75, 0
Ga District Games, 2012-05-26, Men's 13 Under Age Group 62 Kg, Joshua Desmore, 61.5, 0, 0, 0, 56, 0, 0, 0, 56, 0
Ga District Games, 2012-05-26, Men's 13 Under Age Group 62 Kg, Tucker DeLoach, 58, 0, 0, 0, 55, 0, 0, 0, 55, 0
Ga District Games, 2012-05-26, Men's 14-15 Age Group 62 kg, Omar Cummings, 61, 0, 0, 0, 101, 0, 0, 0, 101, 0
Ga District Games, 2012-05-26, Open Men's 77 kg, Alexander Holcey, 71.5, 0, 0, 0, 85, 0, 0, 0, 85, 0
Ga District Games, 2012-05-26, Open Men's 77 kg, Malcolm Simmons, 75, 0, 0, 0, 100, 0, 0, 0, 100, 0
Ga District Games, 2012-05-26, Men's 14-15 Age Group 77 kg, Michael H Cohen, 77, 0, 0, 0, 120, 0, 0, 0, 120, 0
Ga District Games, 2012-05-26, Open Men's 85 kg, Christopher Wood, 83.2, 0, 0, 0, 130, 0, 0, 0, 130, 0
Ga District Games, 2012-05-26, Open Men's 85 kg, Andrew Hunt, 79.2, 0, 0, 0, 81, 0, 0, 0, 81, 0
Ga District Games, 2012-05-26, Open Men's 85 kg, James Fox, 83.6, 0, 0, 0, 110, 0, 0, 0, 110, 0
Ga District Games, 2012-05-26, Open Men's 105 kg, Stefan Moser, 94, 0, 0, 0, 115, 0, 0, 0, 115, 0
Ga District Games, 2012-05-26, Open Men's 105 kg, Jamie Beard, 104.9, 0, 0, 0, 165, 0, 0, 0, 165, 0












