Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
EMS Developmental Meet, 2018-05-12, Open Men's 94 kg, Chris Neeb, 92.79, 75, 80, -85, 102, 107, 111, 80, 111, 191
EMS Developmental Meet, 2018-05-12, Open Women's 90 kg, McKenna Neeb, 80.45, 50, 55, 58, 80, 85, -87, 58, 85, 143
EMS Developmental Meet, 2018-05-12, Open Women's 90 kg, Gracyn Mose, 78.64, 30, 32, 33, 37, 41, 45, 33, 45, 78
EMS Developmental Meet, 2018-05-12, Open Women's 69 kg, Lauren Lamberton, 67.14, 25, -27, -27, 37, 40, 43, 25, 43, 68
EMS Developmental Meet, 2018-05-12, Men's 13 Under Age Group 62 Kg, Elijah Fisher, 61.63, 22, 24, 25, 34, 37, 40, 25, 40, 65
EMS Developmental Meet, 2018-05-12, Men's 13 Under Age Group 44kg, Carl Laverty, 41.32, 22, 24, -25, 30, -32, 32, 24, 32, 56
EMS Developmental Meet, 2018-05-12, Women's 13 Under Age Group 53kg, Sydney Walker, 50.83, 17, 19, 21, -22, 22, 24, 21, 24, 45























