Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Savosito Arnold LCQ, 2022-11-12, Open Men's +109kg, Karston Spradley, 143.1, 135, 141, 144, 155, 160, 165, 144, 165, 309
Savosito Arnold LCQ, 2022-11-12, Open Men's +109kg, Zane Sutherland, 130.1, 120, 125, 130, 165, 170, -175, 130, 170, 300
Savosito Arnold LCQ, 2022-11-12, Open Men's 109kg, Jacob Mattrella, 106.6, 120, 125, 130, 145, 155, 162, 130, 162, 292
Savosito Arnold LCQ, 2022-11-12, Open Men's +109kg, Andrew Pupo, 127.3, 110, -117, 117, 130, 135, 140, 117, 140, 257
Savosito Arnold LCQ, 2022-11-12, Men's Masters (35-39) 89kg, James Dantoni, 87.2, 95, 100, 104, 130, 135, 140, 104, 140, 244
Savosito Arnold LCQ, 2022-11-12, Men's Masters (35-39) +109kg, Andy Coggins, 122.1, -80, 80, 85, 95, 100, 105, 85, 105, 190
Savosito Arnold LCQ, 2022-11-12, Open Women's 59kg, Savannah Spradley, 59, 45, 49, -51, 56, 61, 65, 49, 65, 114
Savosito Arnold LCQ, 2022-11-12, Open Women's 55kg, Holly Harvey, 51.02, 43, 45, -47, 53, 55, 60, 45, 60, 105
Savosito Arnold LCQ, 2022-11-12, Open Women's 55kg, Allison Esposito, 53.1, 40, 42, -44, 55, 58, -60, 42, 58, 100





















