Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Faction Spring Fling, 2013-03-09, Open Men's 105 kg, Robert Townsend, 103, 90, 95, 100, 110, 115, 120, 100, 120, 220
Faction Spring Fling, 2013-03-09, Open Men's 85 kg, Joseph Barlia, 84, 90, 90, 93, 113, 116, 116, 93, 116, 209
Faction Spring Fling, 2013-03-09, Open Men's 69 kg, Samuel Moncivaez, 68.9, 91, 91, 91, 111, 113, 116, 91, 116, 207
Faction Spring Fling, 2013-03-09, Open Men's 85 kg, Andrew Stuart, 81, 87, 90, 90, 116, 116, 116, 90, 116, 206
Faction Spring Fling, 2013-03-09, Open Men's 77 kg, Derek Eckert, 75, 40, 45, 50, 60, 70, 77, 50, 77, 127
Faction Spring Fling, 2013-03-09, Open Women's 58 kg, Marcy Paulsen, 57.9, 41, 48, 48, 48, 53, 58, 48, 58, 106
























