Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Lenoir-Rhyne Invitational, 2020-10-31, Junior Men's 73kg, Ryan Grimsland, 72.9, 125, 131, 131, 160, 166, 166, 131, 166, 297
Lenoir-Rhyne Invitational, 2020-10-31, Junior Men's 96kg, Sean Hammell, 93.7, 125, 125, 130, 155, 161, 161, 130, 161, 291
Lenoir-Rhyne Invitational, 2020-10-31, Junior Men's 96kg, Sean Hammell, 93.7, 125, 125, 130, 155, 161, 161, 130, 161, 291
Lenoir-Rhyne Invitational, 2020-10-31, Open Men's 102kg, Dean Scicchitano, 97.8, 115, 121, 123, 160, 166, 166, 123, 166, 289
Lenoir-Rhyne Invitational, 2020-10-31, Junior Men's 89kg, Blaine Brooks, 84.3, 125, 127, 127, 157, 161, 161, 127, 161, 288
Lenoir-Rhyne Invitational, 2020-10-31, Junior Men's 89kg, Blaine Brooks, 84.3, 125, 127, 127, 157, 161, 161, 127, 161, 288
Lenoir-Rhyne Invitational, 2020-10-31, Junior Men's 81kg, Matthew Wininger, 78.5, 115, 120, 123, 150, 155, 155, 123, 155, 278
Lenoir-Rhyne Invitational, 2020-10-31, Men's 16-17 Age Group 81kg, joseph neel, 77.1, 104, 107, 110, 126, 131, 136, 110, 136, 246
Lenoir-Rhyne Invitational, 2020-10-31, Open Men's 67kg, Riley Breske, 66.3, 95, 100, 100, 123, 130, 135, 100, 135, 235
Lenoir-Rhyne Invitational, 2020-10-31, Junior Men's 102kg, Cameron Lunsford, 100.9, 90, 98, 98, 115, 125, 137, 98, 137, 235
Lenoir-Rhyne Invitational, 2020-10-31, Junior Women's 76kg, Sarah Attalla, 73.1, 58, 61, 65, 80, 82, 82, 65, 82, 147
Lenoir-Rhyne Invitational, 2020-10-31, Junior Women's 64kg, Ami Moysan, 60.4, 30, 35, 38, 45, 50, 50, 38, 50, 88


















