Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
HBC Closed Meet, 2019-01-19, Open Men's 73kg, Mark Garrett, 71.96, -80, 80, -85, 105, -110, 110, 80, 110, 190
HBC Closed Meet, 2019-01-19, Open Men's 89kg, Zachary Collins, 82.96, 70, -75, 75, 97, 102, -107, 75, 102, 177
HBC Closed Meet, 2019-01-19, Open Men's 73kg, Jax Chancellor, 70.02, 65, 70, -72, 82, 87, 90, 70, 90, 160
HBC Closed Meet, 2019-01-19, Open Men's 81kg, Liam Begley, 80.97, 50, 55, 60, 65, 70, 75, 60, 75, 135
HBC Closed Meet, 2019-01-19, Open Women's 64kg, Danica Balich, 63.81, 54, 57, -61, -75, 75, 78, 57, 78, 135
HBC Closed Meet, 2019-01-19, Open Women's 59kg, Katelynn Neal, 57.09, -55, 55, -59, 67, 70, 72, 55, 72, 127
HBC Closed Meet, 2019-01-19, Open Women's 59kg, Faith Bergner, 58.38, 42, 46, 49, 58, 62, -66, 49, 62, 111























