Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Team Houston Invitational, 2018-01-13, Open Men's+105 kg, Preston Turner, 121.3, 133, 136, -140, 160, 170, -175, 136, 170, 306
Team Houston Invitational, 2018-01-13, Open Men's 77 kg, Ronnie Taylor, 76.8, 90, 95, 100, 100, 110, 120, 100, 120, 220
Team Houston Invitational, 2018-01-13, Open Men's 77 kg, Carlos Mata, 76.2, 85, 90, 95, 110, 115, 120, 95, 120, 215
Team Houston Invitational, 2018-01-13, Open Women's 58 kg, Jessica Kiser, 53.8, 58, 60, 63, 70, 75, 80, 63, 80, 143
Team Houston Invitational, 2018-01-13, Women's Masters (35-39) 69 kg, Dani Kennedy, 68.3, 54, 57, -61, 65, 70, 76, 57, 76, 133
Team Houston Invitational, 2018-01-13, Men's 14-15 Age Group 62 kg, Cade Helton, 57.5, 47, 52, -55, 57, 65, 68, 52, 68, 120
Team Houston Invitational, 2018-01-13, Open Women's 69 kg, Ryan Kiser, 64, 40, 45, 50, 50, 55, 60, 50, 60, 110
Team Houston Invitational, 2018-01-13, Open Men's 62 kg, Benjamin Kiser, 59, 40, 45, 50, 50, 55, 60, 50, 60, 110






















