Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Go Big or Go Home Qualifier, 2021-02-03, Open Men's 102kg, Michael H Cohen, 101.1, 135, 140, 145, 175, 181, 187, 145, 187, 332
Go Big or Go Home Qualifier, 2021-02-04, Men's Masters (40-44) 109kg, Martin Sisneroz, 106, 101, 0, 0, 118, 0, 0, 101, 118, 219
Go Big or Go Home Qualifier, 2021-02-03, Men's 16-17 Age Group 73kg, Samuel Cohen, 72.1, 85, 89, 93, 105, 112, -117, 93, 112, 205
Go Big or Go Home Qualifier, 2021-02-03, Men's Masters (60-64) 102kg, Michael Cohen, 96.9, 78, 83, 86, 100, 105, 110, 86, 110, 196
Go Big or Go Home Qualifier, 2021-02-03, Open Women's 71kg, Hannah Winslett, 70.1, 75, 77, 80, 90, 95, 0, 80, 95, 175
Go Big or Go Home Qualifier, 2021-02-03, Women's Masters (45-49) 81kg, Rebecca Dyson, 76.4, 52, 54, 55, 62, 66, 70, 55, 70, 125
Go Big or Go Home Qualifier, 2021-02-03, Women's Masters (45-49) 55kg, Sheryl Cohen, 51.1, 43, 47, -48, 54, 58, 62, 47, 62, 109
Go Big or Go Home Qualifier, 2021-02-03, Men's Masters (80+) 67kg, Howard Cohen, 64.1, 25, 28, 31, 28, 31, 34, 31, 34, 65






















