Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Tears Can Dry Classic, 2014-05-24, Open Men's 94 kg, Christopher Taber, 87.5, 111, 113, 115, 130, 134, 137, 115, 137, 252
Tears Can Dry Classic, 2014-05-24, Open Men's 94 kg, Caleb Bazyler, 88.6, 98, 101, 104, 122, 126, 129, 104, 129, 233
Tears Can Dry Classic, 2014-05-24, Open Women's 75 kg, Megan Poole, 70.5, 79, 82, 85, 99, 103, 107, 85, 107, 192
Tears Can Dry Classic, 2014-05-24, Open Men's 85 kg, Jeffery Nelson, 85, 83, 86, 86, 103, 103, 106, 86, 106, 192
Tears Can Dry Classic, 2014-05-24, Open Men's 77 kg, Kaleb Sargent, 73.4, 76, 78, 80, 88, 91, 93, 80, 93, 173
Tears Can Dry Classic, 2014-05-24, Open Men's 94 kg, Andrew Pustina, 89, 55, 60, 65, 70, 75, 80, 65, 80, 145
Tears Can Dry Classic, 2014-05-24, Open Men's 105 kg, Garett Bingham, 96, 56, 59, 62, 68, 72, 75, 62, 75, 137























