Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Singapore National Weightlifting Championships 2021, 2021-12-04, Men's Masters (45-49) 89kg, John Gaskell, 88.05, 70, 80, 85, 80, 95, 105, 85, 105, 190
Singapore National Weightlifting Championships 2021, 2021-12-04, Women's 16-17 Age Group 49kg, Elly Gaskell, 48.25, 30, -34, -35, 40, -44, -48, 30, 40, 70
Singapore National Weightlifting Championships 2021, 2021-12-04, Men's 13 Under Age Group 49kg, Jacob Gaskell, 45.7, 23, 29, -35, 30, 35, -41, 29, 35, 64



























