Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
CE Barbell In House Chicago Open, 2022-06-11, Open Men's 81kg, Jonathan Besecker, 80.1, 94, 97, 102, 116, 121, -130, 102, 121, 223
CE Barbell In House Chicago Open, 2022-06-11, Men's Masters (35-39) +109kg, Alexander Reed, 119.7, 61, 63, -66, 82, 86, 90, 63, 90, 153
CE Barbell In House Chicago Open, 2022-06-11, Women's Masters (35-39) 71kg, Christina Chojnacki, 65.2, 50, 53, 55, 62, 65, 68, 55, 68, 123
CE Barbell In House Chicago Open, 2022-06-11, Open Women's 59kg, Anisha Kshetrapal, 58.4, 46, 48, -50, 57, 60, 63, 48, 63, 111
CE Barbell In House Chicago Open, 2022-06-11, Women's Masters (35-39) 71kg, Elizabeth Barnett, 68, 43, -45, 45, 57, 61, -64, 45, 61, 106
CE Barbell In House Chicago Open, 2022-06-11, Women's 13 Under Age Group 64kg, Peyton Salgado, 60.1, 41, 43, -45, 50, 53, 55, 43, 55, 98
CE Barbell In House Chicago Open, 2022-06-11, Open Women's 76kg, Julia Chojnacki, 72.1, 39, -41, -41, 51, 54, 57, 39, 57, 96
CE Barbell In House Chicago Open, 2022-06-11, Open Women's +87kg, Nadine Zerouki, 105.2, 26, 28, -30, 36, 38, 41, 28, 41, 69






















