Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
CrossFit Fairbanks Spring Open, 2016-03-26, Open Men's+105 kg, Mike Quinn, 122.1, 105, 110, 115, 140, 145, 145, 115, 145, 260
CrossFit Fairbanks Spring Open, 2016-03-26, Open Men's 94 kg, John Jones, 92.6, 92, 97, -102, 119, 124, 128, 97, 128, 225
CrossFit Fairbanks Spring Open, 2016-03-26, Open Men's 94 kg, Ryan Johnson, 93.7, 91, 102, -108, 102, 120, -125, 102, 120, 222
CrossFit Fairbanks Spring Open, 2016-03-26, Open Women's 63 kg, Samantha Tolbert, 63, 77, 0, 0, 103, 0, 0, 77, 103, 180
CrossFit Fairbanks Spring Open, 2016-03-26, Open Men's 85 kg, Ron Matei, 83.2, 70, 75, 78, 93, -95, -95, 78, 93, 171
CrossFit Fairbanks Spring Open, 2016-03-26, Open Men's 85 kg, Cameron Lucchesi, 80.6, 66, -71, -72, 98, 102, 105, 66, 105, 171
CrossFit Fairbanks Spring Open, 2016-03-26, Open Men's 77 kg, David Bowles, 76.8, 70, 75, 75, 93, -98, -98, 75, 93, 168
CrossFit Fairbanks Spring Open, 2016-03-26, Open Women's 75 kg, Robin Johnson, 73.4, 66, 69, -71, 82, 86, -92, 69, 86, 155
CrossFit Fairbanks Spring Open, 2016-03-26, Women's Masters (35-39) 75 kg, Jayme Greene, 72.6, 59, 59, 62, 75, 78, -80, 62, 78, 140
CrossFit Fairbanks Spring Open, 2016-03-26, Open Men's 69 kg, Gabriel Maglaqui, 67.7, 50, 54, 54, 65, 65, 71, 54, 71, 125
CrossFit Fairbanks Spring Open, 2016-03-26, Open Women's 63 kg, Chelsey-Jo Wilson, 63, 72, 72, -75, -88, -88, -88, 72, 0, 0



















