Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Ironworks WCC's, 2013-02-02, Open Men's 105 kg, Tyler Spooner, 97.4, 93, 98, 103, 118, 125, 133, 103, 133, 236
Ironworks WCC's, 2013-02-02, Open Men's 94 kg, Rocky Moses, 91.4, 93, 98, 98, 110, 110, 110, 98, 110, 208
Ironworks WCC's, 2013-02-02, Open Women's 63 kg, Jessica Gee, 62.2, 68, 70, 70, 85, 90, 93, 70, 93, 163
Ironworks WCC's, 2013-02-02, Open Women's 58 kg, Mary Pond, 56.6, 63, 63, 65, 78, 80, 83, 65, 83, 148
Ironworks WCC's, 2013-02-02, Women's 16-17 Age Group +75 kg, Amelia Salzman, 81.2, 58, 60, 63, 78, 80, 80, 63, 80, 143
Ironworks WCC's, 2013-02-02, Women's Masters (40-44) 58 kg, Mira Kwon Gracia, 57.4, 45, 50, 55, 40, 50, 60, 55, 60, 115
Ironworks WCC's, 2013-02-02, Women's Masters (75+) 48 kg, Carol Clark, 45.8, 15, 18, 20, 20, 23, 25, 20, 25, 45























