Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Last Chance at Intrepid, 2016-03-19, Open Men's 105 kg, Ryan Hansen, 105, -120, -125, 125, 162, -167, -174, 125, 162, 287
Last Chance at Intrepid, 2016-03-19, Open Men's 85 kg, Bryant Illenberg, 83.65, 123, -126, -126, 155, 158, -162, 123, 158, 281
Last Chance at Intrepid, 2016-03-19, Open Men's 85 kg, Ben Chianchiano, 84.5, 105, -110, -110, 135, -140, -141, 105, 135, 240
Last Chance at Intrepid, 2016-03-19, Open Women's 69 kg, Sarina Lavooy, 69, -67, 67, 72, 87, 90, -94, 72, 90, 162
Last Chance at Intrepid, 2016-03-19, Open Men's 77 kg, Andrew Dorion, 73.65, 60, -64, -64, 78, 82, -85, 60, 82, 142
Last Chance at Intrepid, 2016-03-19, Open Women's 63 kg, Ashley Scott, 60.75, 55, -60, -60, 70, 75, -78, 55, 75, 130
Last Chance at Intrepid, 2016-03-19, Women's Masters (40-44) +75 kg, Nadia Hamdan, 113.5, 45, 49, -53, 60, 64, -67, 49, 64, 113























