Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
First Timers Meet, 2013-01-23, Open Men's 85 kg, Inwon Choi, 81.2, 63, 67, 70, 86, 91, 92, 70, 92, 162
First Timers Meet, 2013-01-23, Open Men's 77 kg, Chriss Smith, 76, 61, 65, 72, 80, 85, 85, 72, 85, 157
First Timers Meet, 2013-01-23, Women's Masters (45-49) +75 kg, Laura Sims, 98, 45, 48, 50, 55, 60, 65, 50, 65, 115
First Timers Meet, 2013-01-23, Women's Masters (40-44) 63 kg, Andrea Seward, 59.5, 38, 45, 49, 52, 56, 59, 49, 59, 108
First Timers Meet, 2013-01-23, Women's Masters (35-39) 58 kg, Marguerite Tincher, 54.7, 32, 37, 37, 43, 50, 56, 37, 56, 93

























