Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Development Meet (April), 2017-04-14, Open Men's 77 kg, Jeremy Briggs, 76.7, 118, 122, -125, 152, 0, 0, 122, 152, 274
Development Meet (April), 2017-04-14, Open Men's 62 kg, Martin Peralta, 61.5, 95, 100, -103, 118, 124, -126, 100, 124, 224
Development Meet (April), 2017-04-14, Open Men's 69 kg, Jesse Lisby, 68.7, 70, 75, 77, 100, 103, -106, 77, 103, 180
Development Meet (April), 2017-04-14, Open Women's 58 kg, Carley Lyons, 57.7, 67, 69, 71, -87, 92, -94, 71, 92, 163
Development Meet (April), 2017-04-14, Open Women's 53 kg, Susan Denum, 52.7, 62, -65, 67, 73, 78, 82, 67, 82, 149
Development Meet (April), 2017-04-14, Open Women's 53 kg, Tori Mai, 51.5, 65, 67, 70, 70, 75, 79, 70, 79, 149
























