Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 85 kg, Christopher Young, 84.36, -125, 125, -127, 150, 158, -163, 125, 158, 283
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 77 kg, Carlos Hernandez, 75.49, 110, -112, -112, -140, 140, -145, 110, 140, 250
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 69 kg, Alvin Tajima, 68.7, 105, -109, -109, 132, -138, -139, 105, 132, 237
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 94 kg, Brendan Walcoff, 91.63, 93, -97, 97, -123, 123, 127, 97, 127, 224
Max's Gym Last Chance Qualifier, 2015-07-05, Open Women's +75 Kg, Angela Duvane, 112.78, 89, 92, -95, 110, 113, -115, 92, 113, 205
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 85 kg, Darren Ng, 82.1, 70, 75, 80, 100, -105, 105, 80, 105, 185
Max's Gym Last Chance Qualifier, 2015-07-05, Open Women's 75 kg, Kat Girard, 72.47, 69, 73, 77, 90, 95, 99, 77, 99, 176
Max's Gym Last Chance Qualifier, 2015-07-05, Open Women's 69 kg, Leslie Macedo, 68.74, 71, -74, -74, 94, -97, -97, 71, 94, 165
Max's Gym Last Chance Qualifier, 2015-07-05, Open Women's 48 kg, Jessica Liao, 47.83, 58, 60, -62, 71, -73, 73, 60, 73, 133
Max's Gym Last Chance Qualifier, 2015-07-05, Open Women's 69 kg, Shelby Ward, 66.96, 44, 47, -50, 64, 67, 70, 47, 70, 117
Max's Gym Last Chance Qualifier, 2015-07-05, Open Women's 69 kg, Phoebe Ng, 68.96, -74, -74, -75, -90, 90, -92, 0, 90, 0
Max's Gym Last Chance Qualifier, 2015-07-05, Open Women's 75 kg, Kelly Willard, 74.39, 77, 79, -81, -95, -97, -97, 79, 0, 0
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 77 kg, Ryan Armosino, 76.99, 104, 108, -110, -127, -129, -129, 108, 0, 0
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 85 kg, Mauricio Leal, 84.95, 126, 130, -135, -155, -157, -157, 130, 0, 0
Max's Gym Last Chance Qualifier, 2015-07-05, Open Men's 105 kg, Jacob Wollach, 102.01, -122, -122, -125, -157, -157, -157, 0, 0, 0















