Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Club Showdown/November online qualifier, 2022-11-01, Open Men's 81kg, Kyle Johnson, 79.9, 114, 0, 0, 153, 0, 0, 114, 153, 267
Club Showdown/November online qualifier, 2022-11-01, Men's Masters (35-39) 81kg, Willie Moore, 78.9, 100, 0, 0, 143, 0, 0, 100, 143, 243
Club Showdown/November online qualifier, 2022-11-01, Open Men's 89kg, Mauro Olmedo, 86, 113, 0, 0, 125, 0, 0, 113, 125, 238
Club Showdown/November online qualifier, 2022-11-01, Open Men's 81kg, Jeremiah DeKam, 79, 100, 0, 0, 130, 0, 0, 100, 130, 230
Club Showdown/November online qualifier, 2022-11-01, Men's Masters (35-39) 89kg, Jacob Bockelmann, 86.1, 98, 0, 0, 130, 0, 0, 98, 130, 228
Club Showdown/November online qualifier, 2022-11-01, Men's Masters (35-39) 89kg, Ramadan Sayed Rabeh, 81.2, 102, 0, 0, 123, 0, 0, 102, 123, 225
Club Showdown/November online qualifier, 2022-11-01, Open Men's 89kg, Yiorgos Rigakos, 89, 100, 0, 0, 120, 0, 0, 100, 120, 220
Club Showdown/November online qualifier, 2022-11-01, Open Men's 96kg, Ethan Becker-Menditto, 93, 97, 0, 0, 123, 0, 0, 97, 123, 220
Club Showdown/November online qualifier, 2022-11-01, Men's Masters (35-39) +109kg, Michael Knerr, 123.4, 90, 0, 0, 125, 0, 0, 90, 125, 215
Club Showdown/November online qualifier, 2022-11-01, Open Men's 81kg, Paolo Fernando, 80.5, 90, 0, 0, 114, 0, 0, 90, 114, 204
Club Showdown/November online qualifier, 2022-11-01, Men's Masters (45-49) 96kg, James Rosser, 91, 77, 0, 0, 105, 0, 0, 77, 105, 182
Club Showdown/November online qualifier, 2022-11-01, Men's Masters (50-54) 81kg, Michael Bragin, 78.7, 80, 0, 0, 90, 0, 0, 80, 90, 170
Club Showdown/November online qualifier, 2022-11-01, Women's Masters (40-44) 59kg, Jennifer Butler, 57.7, 60, 0, 0, 85, 0, 0, 60, 85, 145
Club Showdown/November online qualifier, 2022-11-01, Women's Masters (40-44) 64kg, Erin Martin, 63.89, 64, 0, 0, 79, 0, 0, 64, 79, 143
Club Showdown/November online qualifier, 2022-11-01, Open Women's 64kg, Robin Witt, 63.4, 60, 0, 0, 80, 0, 0, 60, 80, 140
Club Showdown/November online qualifier, 2022-11-01, Women's Masters (35-39) +87kg, Amber Englebright, 125.5, 60, 0, 0, 80, 0, 0, 60, 80, 140
Club Showdown/November online qualifier, 2022-11-01, Open Women's 76kg, Paige Wiersema, 72.75, 64, 0, 0, 75, 0, 0, 64, 75, 139
Club Showdown/November online qualifier, 2022-11-01, Junior Women's 81kg, Alyssa Lane, 81, 65, 0, 0, 73, 0, 0, 65, 73, 138
Club Showdown/November online qualifier, 2022-11-01, Open Women's 87kg, Katharine Davis, 85, 62, 0, 0, 75, 0, 0, 62, 75, 137
Club Showdown/November online qualifier, 2022-11-01, Open Women's 49kg, Kayla Lehman, 49, 60, 0, 0, 70, 0, 0, 60, 70, 130
Club Showdown/November online qualifier, 2022-11-01, Open Women's 49kg, Mariana Granados, 48.45, 55, 0, 0, 71, 0, 0, 55, 71, 126
Club Showdown/November online qualifier, 2022-11-01, Women's Masters (35-39) 71kg, Karen O'Donnell, 70, 51, 0, 0, 67, 0, 0, 51, 67, 118
Club Showdown/November online qualifier, 2022-11-01, Women's Masters (50-54) 64kg, Kelly Hughes, 59.8, 51, 0, 0, 65, 0, 0, 51, 65, 116
Club Showdown/November online qualifier, 2022-11-01, Open Women's 64kg, Alyssa Shirkey, 62.3, 53, 0, 0, 62, 0, 0, 53, 62, 115
Club Showdown/November online qualifier, 2022-11-01, Women's Masters (35-39) 76kg, Tatiana Larsen, 75.2, 47, 0, 0, 62, 0, 0, 47, 62, 109
Club Showdown/November online qualifier, 2022-11-01, Open Women's 55kg, McKenzie Miller, 55, 44, 0, 0, 55, 0, 0, 44, 55, 99
Club Showdown/November online qualifier, 2022-11-01, Women's 16-17 Age Group 59kg, Kendyl  Lynn, 57.9, 42, 0, 0, 54, 0, 0, 42, 54, 96
Club Showdown/November online qualifier, 2022-11-01, Men's 13 Under Age Group 44kg, Conor Raedy, 44, 28, 0, 0, 62, 0, 0, 28, 62, 90
Club Showdown/November online qualifier, 2022-11-01, Women's Masters (50-54) 59kg, Stephanie Baker, 58.1, 40, 0, 0, 45, 0, 0, 40, 45, 85

