Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
2022 OSS WLC Winter Qualifier, 2022-02-27, Open Men's 81kg, Matt Nepomuceno, 77, 85, 90, -95, 115, 120, -127, 90, 120, 210
2022 OSS WLC Winter Qualifier, 2022-02-27, Men's Masters (35-39) 102kg, Jamaal Taylor, 96.95, 85, 89, -93, 110, 114, 118, 89, 118, 207
2022 OSS WLC Winter Qualifier, 2022-02-27, Open Men's 81kg, Justin Wilkins, 76.75, 81, 84, -87, 0, 110, 115, 84, 115, 199
2022 OSS WLC Winter Qualifier, 2022-02-27, Open Women's 71kg, Abigail Richards, 67.3, 80, 83, 85, 98, 100, -102, 85, 100, 185
2022 OSS WLC Winter Qualifier, 2022-02-27, Open Women's 64kg, Nathalie Iden, 61.6, 50, 52, -54, -64, 64, 70, 52, 70, 122
2022 OSS WLC Winter Qualifier, 2022-02-27, Women's Masters (35-39) 64kg, Jessica Napoli, 63.15, 48, 51, -52, 65, 68, -71, 51, 68, 119
2022 OSS WLC Winter Qualifier, 2022-02-27, Open Women's 71kg, Kiki Malomo-Paris, 70.3, 54, -57, -59, 60, 63, -67, 54, 63, 117
2022 OSS WLC Winter Qualifier, 2022-02-27, Men's 16-17 Age Group 73kg, Rowan Milnor, 70.6, 48, 50, 53, -58, 58, 61, 53, 61, 114
2022 OSS WLC Winter Qualifier, 2022-02-27, Open Women's 59kg, Michelle Nepomuceno, 55.3, 45, 48, -51, 60, 65, -68, 48, 65, 113
2022 OSS WLC Winter Qualifier, 2022-02-27, Men's Masters (55-59) 89kg, Mark Gibson, 83.65, 36, 38, 41, 41, 44, 50, 41, 50, 91
2022 OSS WLC Winter Qualifier, 2022-02-27, Women's 13 Under Age Group 55kg, Eliana Fridman, 50.25, 15, 18, 23, 25, 28, -32, 23, 28, 51
2022 OSS WLC Winter Qualifier, 2022-02-27, Women's 13 Under Age Group 64kg, Chloe Fridman, 59.25, 15, 18, 21, 17, 20, 22, 21, 22, 43
2022 OSS WLC Winter Qualifier, 2022-02-27, Women's 13 Under Age Group 45kg, Raquel Rodriguez, 40.45, 17, 19, -21, 21, -22, -23, 19, 21, 40

















