Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Rhema Rumble, 2015-06-22, Open Men's 94 kg, Jonathan Lewallen, 92.7, 111, 116, -121, 136, -144, -144, 116, 136, 252
Rhema Rumble, 2015-06-22, Open Men's+105 kg, James Ellis, 112.1, 103, 107, 112, 130, 134, -142, 112, 134, 246
Rhema Rumble, 2015-06-22, Open Men's 94 kg, Melvin Jensen, 93.2, 95, -105, -105, 120, 130, -135, 95, 130, 225
Rhema Rumble, 2015-06-22, Open Men's 94 kg, Justin McFarland, 88, 91, -97, 100, 114, 120, -125, 100, 120, 220
Rhema Rumble, 2015-06-22, Open Men's 85 kg, Matthew Reiland, 84.5, 73, 78, 81, 93, 98, 101, 81, 101, 182
Rhema Rumble, 2015-06-22, Open Men's 77 kg, Jared Knaffl, 75.9, 70, 73, 76, 100, -103, 104, 76, 104, 180
Rhema Rumble, 2015-06-22, Open Men's 62 kg, Jason Windley, 61.9, 70, 75, -78, 100, 102, -105, 75, 102, 177
Rhema Rumble, 2015-06-22, Open Men's 77 kg, Daniel McKnatt, 76.5, 60, -63, -63, 80, 85, -90, 60, 85, 145
Rhema Rumble, 2015-06-22, Open Men's 94 kg, Matthew Whitehead, 86.5, 43, 48, 56, 56, 70, 74, 56, 74, 130
Rhema Rumble, 2015-06-22, Women's Masters (35-39) +75 kg, Emily Tyre, 84.2, 48, 51, 54, 65, 69, 71, 54, 71, 125
Rhema Rumble, 2015-06-22, Open Women's 53 kg, Katy Large, 51.9, 39, -42, -42, 54, 56, -58, 39, 56, 95



















