Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Tradition Barbell Open, 2020-03-01, Open Women's 81kg, Paige VanLint, 79, 85, 0, 0, 103, 106, 0, 85, 106, 191
Tradition Barbell Open, 2020-03-01, Open Women's 81kg, Paige VanLint, 79, 85, 0, 0, 103, 106, 0, 85, 106, 191
Tradition Barbell Open, 2020-03-01, Women's Masters (35-39) 64kg, Brooke Thompson, 63.9, 45, 50, 52, 60, 65, 70, 52, 70, 122
Tradition Barbell Open, 2020-03-01, Women's Masters (35-39) 49kg, Lynnette Kennedy, 45, 35, 36, 37, 45, 48, 50, 37, 50, 87
Tradition Barbell Open, 2020-03-01, Women's Masters (45-49) 45kg, Janet Chow, 43.1, 32, 34, 36, 40, 43, 46, 36, 46, 82

























